nagyobbakban	nagy	Afc-p2	1
￼	￼	Pd3-sbs--------1p	1
￼	￼	Pd3-sbs--------1s	1
￼	￼	Pd3-sbs--------2	1
￼	￼	Pd3-sbs--------2p	1
￼	￼	Pd3-sbs--------2s	1
￼	￼	Pd3-sbs--------3	1
￼	￼	Pd3-sbs--------3p	1
￼	￼	Pd3-sbs--------3s	1
ugyanezért	ugyanez	Pd3-sc	4
ugyanazért	ugyanaz	Pd3-sc	4
ezért	ez	Pd3-sc	4
azért	az	Pd3-sc	4
￼	￼	Pd3-sc----------p	1
￼	￼	Pd3-sc----------s	1
￼	￼	Pd3-scp--------1	1
￼	￼	Pd3-scp--------1p	1
￼	￼	Pd3-scp--------1s	1
￼	￼	Pd3-scp--------2	1
￼	￼	Pd3-scp--------2p	1
￼	￼	Pd3-scp--------2s	1
￼	￼	Pd3-scp--------3	1
￼	￼	Pd3-scp--------3p	1
￼	￼	Pd3-scp--------3s	1
￼	￼	Pd3-scs--------1	1
￼	￼	Pd3-scs--------1p	1
￼	￼	Pd3-scs--------1s	1
￼	￼	Pd3-scs--------2	1
￼	￼	Pd3-scs--------2p	1
￼	￼	Pd3-scs--------2s	1
￼	￼	Pd3-scs--------3	1
￼	￼	Pd3-scs--------3p	1
￼	￼	Pd3-scs--------3s	1
ugyanennek	ugyanez	Pd3-sd	5
olyannak	olyan	Pd3-sd	5
ilyennek	ilyen	Pd3-sd	5
ennek	ez	Pd3-sd	5
annak	az	Pd3-sd	5
￼	￼	Pd3-sd----------p	1
￼	￼	Pd3-sd----------s	1
￼	￼	Pd3-sdp--------1	1
￼	￼	Pd3-sdp--------1p	1
￼	￼	Pd3-sdp--------1s	1
￼	￼	Pd3-sdp--------2	1
￼	￼	Pd3-sdp--------2p	1
￼	￼	Pd3-sdp--------2s	1
￼	￼	Pd3-sdp--------3	1
￼	￼	Pd3-sdp--------3p	1
￼	￼	Pd3-sdp--------3s	1
￼	￼	Pd3-sds--------1	1
￼	￼	Pd3-sds--------1p	1
￼	￼	Pd3-sds--------1s	1
￼	￼	Pd3-sds--------2	1
￼	￼	Pd3-sds--------2p	1
￼	￼	Pd3-sds--------2s	1
￼	￼	Pd3-sds--------3	1
￼	￼	Pd3-sds--------3p	1
￼	￼	Pd3-sds--------3s	1
ugyanabból	ugyanaz	Pd3-se	3
ebből	ez	Pd3-se	3
abból	az	Pd3-se	3
￼	￼	Pd3-se----------p	1
￼	￼	Pd3-se----------s	1
￼	￼	Pd3-sep--------1	1
￼	￼	Pd3-sep--------1p	1
￼	￼	Pd3-sep--------1s	1
￼	￼	Pd3-sep--------2	1
￼	￼	Pd3-sep--------2p	1
￼	￼	Pd3-sep--------2s	1
￼	￼	Pd3-sep--------3	1
￼	￼	Pd3-sep--------3p	1
￼	￼	Pd3-sep--------3s	1
￼	￼	Pd3-ses--------1	1
￼	￼	Pd3-ses--------1p	1
￼	￼	Pd3-ses--------1s	1
￼	￼	Pd3-ses--------2	1
￼	￼	Pd3-ses--------2p	1
￼	￼	Pd3-ses--------2s	1
￼	￼	Pd3-ses--------3	1
￼	￼	Pd3-ses--------3p	1
￼	￼	Pd3-ses--------3s	1
ilyenként	ilyen	Pd3-sf	2
ilyenféleképpen	ilyenféle	Pd3-sf	2
￼	￼	Pd3-sf----------p	1
￼	￼	Pd3-sf----------s	1
￼	￼	Pd3-sfp--------1	1
￼	￼	Pd3-sfp--------1p	1
￼	￼	Pd3-sfp--------1s	1
￼	￼	Pd3-sfp--------2	1
￼	￼	Pd3-sfp--------2p	1
￼	￼	Pd3-sfp--------2s	1
￼	￼	Pd3-sfp--------3	1
￼	￼	Pd3-sfp--------3p	1
￼	￼	Pd3-sfp--------3s	1
￼	￼	Pd3-sfs--------1	1
￼	￼	Pd3-sfs--------1p	1
￼	￼	Pd3-sfs--------1s	1
￼	￼	Pd3-sfs--------2	1
￼	￼	Pd3-sfs--------2p	1
￼	￼	Pd3-sfs--------2s	1
￼	￼	Pd3-sfs--------3	1
￼	￼	Pd3-sfs--------3p	1
￼	￼	Pd3-sfs--------3s	1
￼	￼	Pd3-sg	1
￼	￼	Pd3-sg----------p	1
￼	￼	Pd3-sg----------s	1
￼	￼	Pd3-sgp--------1	1
￼	￼	Pd3-sgp--------1p	1
￼	￼	Pd3-sgp--------1s	1
￼	￼	Pd3-sgp--------2	1
￼	￼	Pd3-sgp--------2p	1
￼	￼	Pd3-sgp--------2s	1
￼	￼	Pd3-sgp--------3	1
￼	￼	Pd3-sgp--------3p	1
￼	￼	Pd3-sgp--------3s	1
￼	￼	Pd3-sgs--------1	1
￼	￼	Pd3-sgs--------1p	1
￼	￼	Pd3-sgs--------1s	1
￼	￼	Pd3-sgs--------2	1
￼	￼	Pd3-sgs--------2p	1
￼	￼	Pd3-sgs--------2s	1
￼	￼	Pd3-sgs--------3	1
￼	￼	Pd3-sgs--------3p	1
￼	￼	Pd3-sgs--------3s	1
ugyanarról	ugyanaz	Pd3-sh	3
erről	ez	Pd3-sh	3
arról	az	Pd3-sh	3
￼	￼	Pd3-sh----------p	1
￼	￼	Pd3-sh----------s	1
￼	￼	Pd3-shp--------1	1
￼	￼	Pd3-shp--------1p	1
￼	￼	Pd3-shp--------1s	1
￼	￼	Pd3-shp--------2	1
￼	￼	Pd3-shp--------2p	1
￼	￼	Pd3-shp--------2s	1
￼	￼	Pd3-shp--------3	1
￼	￼	Pd3-shp--------3p	1
￼	￼	Pd3-shp--------3s	1
￼	￼	Pd3-shs--------1	1
￼	￼	Pd3-shs--------1p	1
￼	￼	Pd3-shs--------1s	1
￼	￼	Pd3-shs--------2	1
￼	￼	Pd3-shs--------2p	1
￼	￼	Pd3-shs--------2s	1
￼	￼	Pd3-shs--------3	1
￼	￼	Pd3-shs--------3p	1
￼	￼	Pd3-shs--------3s	1
ugyanazzal	ugyanaz	Pd3-si	7
ilyennel	ilyen	Pd3-si	7
ezzel	ez	Pd3-si	7
ezzel-azzal	ez-az	Pd3-si	7
evvel	ez	Pd3-si	7
￼	￼	Pd3-si----------p	1
￼	￼	Pd3-si----------s	1
￼	￼	Pd3-sip--------1	1
￼	￼	Pd3-sip--------1p	1
￼	￼	Pd3-sip--------1s	1
￼	￼	Pd3-sip--------2	1
￼	￼	Pd3-sip--------2p	1
￼	￼	Pd3-sip--------2s	1
￼	￼	Pd3-sip--------3	1
￼	￼	Pd3-sip--------3p	1
￼	￼	Pd3-sip--------3s	1
￼	￼	Pd3-sis--------1	1
￼	￼	Pd3-sis--------1p	1
￼	￼	Pd3-sis--------1s	1
￼	￼	Pd3-sis--------2	1
￼	￼	Pd3-sis--------2p	1
￼	￼	Pd3-sis--------2s	1
￼	￼	Pd3-sis--------3	1
￼	￼	Pd3-sis--------3p	1
￼	￼	Pd3-sis--------3s	1
ugyanakkor	ugyanaz	Pd3-sm	5
olykor	oly	Pd3-sm	5
olyankor	olyan	Pd3-sm	5
ilyenkor	ilyen	Pd3-sm	5
ekkor	ez	Pd3-sm	5
￼	￼	Pd3-sm----------p	1
￼	￼	Pd3-sm----------s	1
￼	￼	Pd3-smp--------1	1
￼	￼	Pd3-smp--------1p	1
￼	￼	Pd3-smp--------1s	1
￼	￼	Pd3-smp--------2	1
￼	￼	Pd3-smp--------2p	1
￼	￼	Pd3-smp--------2s	1
￼	￼	Pd3-smp--------3	1
￼	￼	Pd3-smp--------3p	1
￼	￼	Pd3-smp--------3s	1
￼	￼	Pd3-sms--------1	1
￼	￼	Pd3-sms--------1p	1
￼	￼	Pd3-sms--------1s	1
￼	￼	Pd3-sms--------2	1
￼	￼	Pd3-sms--------2p	1
￼	￼	Pd3-sms--------2s	1
￼	￼	Pd3-sms--------3	1
￼	￼	Pd3-sms--------3p	1
￼	￼	Pd3-sms--------3s	1
ugyanolyan	ugyanolyan	Pd3-sn	24
ugyanilyen	ugyanilyen	Pd3-sn	24
ugyanez	ugyanez	Pd3-sn	24
ugyanekkora	ugyanekkora	Pd3-sn	24
ugyanegy	ugyanegy	Pd3-sn	24
￼	￼	Pd3-sn----------p	1
azé	az	Pd3-sn----------s	1
￼	￼	Pd3-snp--------1	1
￼	￼	Pd3-snp--------1p	1
￼	￼	Pd3-snp--------1s	1
￼	￼	Pd3-snp--------2	1
￼	￼	Pd3-snp--------2p	1
￼	￼	Pd3-snp--------2s	1
￼	￼	Pd3-snp--------3	1
￼	￼	Pd3-snp--------3p	1
￼	￼	Pd3-snp--------3s	1
￼	￼	Pd3-sns--------1	1
￼	￼	Pd3-sns--------1p	1
￼	￼	Pd3-sns--------1s	1
￼	￼	Pd3-sns--------2	1
￼	￼	Pd3-sns--------2p	1
￼	￼	Pd3-sns--------2s	1
￼	￼	Pd3-sns--------3	1
￼	￼	Pd3-sns--------3p	1
￼	￼	Pd3-sns--------3s	1
ugyanilyen	ugyanily	Pd3-sp	4
ilyen	ily	Pd3-sp	4
ezen	ez	Pd3-sp	4
azon	az	Pd3-sp	4
￼	￼	Pd3-sp----------p	1
￼	￼	Pd3-sp----------s	1
￼	￼	Pd3-spp--------1	1
￼	￼	Pd3-spp--------1p	1
￼	￼	Pd3-spp--------1s	1
￼	￼	Pd3-spp--------2	1
￼	￼	Pd3-spp--------2p	1
￼	￼	Pd3-spp--------2s	1
￼	￼	Pd3-spp--------3	1
￼	￼	Pd3-spp--------3p	1
￼	￼	Pd3-spp--------3s	1
￼	￼	Pd3-sps--------1	1
￼	￼	Pd3-sps--------1p	1
￼	￼	Pd3-sps--------1s	1
￼	￼	Pd3-sps--------2	1
￼	￼	Pd3-sps--------2p	1
￼	￼	Pd3-sps--------2s	1
￼	￼	Pd3-sps--------3	1
￼	￼	Pd3-sps--------3p	1
￼	￼	Pd3-sps--------3s	1
￼	￼	Pd3-sq	1
￼	￼	Pd3-sq----------p	1
￼	￼	Pd3-sq----------s	1
￼	￼	Pd3-sqp--------1	1
￼	￼	Pd3-sqp--------1p	1
￼	￼	Pd3-sqp--------1s	1
￼	￼	Pd3-sqp--------2	1
￼	￼	Pd3-sqp--------2p	1
￼	￼	Pd3-sqp--------2s	1
￼	￼	Pd3-sqp--------3	1
￼	￼	Pd3-sqp--------3p	1
￼	￼	Pd3-sqp--------3s	1
￼	￼	Pd3-sqs--------1	1
￼	￼	Pd3-sqs--------1p	1
￼	￼	Pd3-sqs--------1s	1
￼	￼	Pd3-sqs--------2	1
￼	￼	Pd3-sqs--------2p	1
￼	￼	Pd3-sqs--------2s	1
￼	￼	Pd3-sqs--------3	1
￼	￼	Pd3-sqs--------3p	1
￼	￼	Pd3-sqs--------3s	1
ugyanerre	ugyanez	Pd3-ss	9
ugyanarra	ugyanaz	Pd3-ss	9
olyanra	olyan	Pd3-ss	9
ilyenre	ilyen	Pd3-ss	9
erre	ez	Pd3-ss	9
￼	￼	Pd3-ss----------p	1
￼	￼	Pd3-ss----------s	1
￼	￼	Pd3-ssp--------1	1
￼	￼	Pd3-ssp--------1p	1
￼	￼	Pd3-ssp--------1s	1
￼	￼	Pd3-ssp--------2	1
￼	￼	Pd3-ssp--------2p	1
￼	￼	Pd3-ssp--------2s	1
￼	￼	Pd3-ssp--------3	1
￼	￼	Pd3-ssp--------3p	1
￼	￼	Pd3-ssp--------3s	1
￼	￼	Pd3-sss--------1	1
￼	￼	Pd3-sss--------1p	1
￼	￼	Pd3-sss--------1s	1
￼	￼	Pd3-sss--------2	1
￼	￼	Pd3-sss--------2p	1
￼	￼	Pd3-sss--------2s	1
￼	￼	Pd3-sss--------3	1
￼	￼	Pd3-sss--------3p	1
￼	￼	Pd3-sss--------3s	1
ehhez	ez	Pd3-st	2
ahhoz	az	Pd3-st	2
￼	￼	Pd3-st----------p	1
￼	￼	Pd3-st----------s	1
￼	￼	Pd3-stp--------1	1
￼	￼	Pd3-stp--------1p	1
￼	￼	Pd3-stp--------1s	1
￼	￼	Pd3-stp--------2	1
￼	￼	Pd3-stp--------2p	1
￼	￼	Pd3-stp--------2s	1
￼	￼	Pd3-stp--------3	1
￼	￼	Pd3-stp--------3p	1
￼	￼	Pd3-stp--------3s	1
￼	￼	Pd3-sts--------1	1
￼	￼	Pd3-sts--------1p	1
￼	￼	Pd3-sts--------1s	1
￼	￼	Pd3-sts--------2	1
￼	￼	Pd3-sts--------2p	1
￼	￼	Pd3-sts--------2s	1
￼	￼	Pd3-sts--------3	1
￼	￼	Pd3-sts--------3p	1
￼	￼	Pd3-sts--------3s	1
ilyenként	ily	Pd3-su	1
￼	￼	Pd3-su----------p	1
￼	￼	Pd3-su----------s	1
￼	￼	Pd3-sup--------1	1
￼	￼	Pd3-sup--------1p	1
￼	￼	Pd3-sup--------1s	1
￼	￼	Pd3-sup--------2	1
￼	￼	Pd3-sup--------2p	1
￼	￼	Pd3-sup--------2s	1
￼	￼	Pd3-sup--------3	1
￼	￼	Pd3-sup--------3p	1
￼	￼	Pd3-sup--------3s	1
￼	￼	Pd3-sus--------1	1
￼	￼	Pd3-sus--------1p	1
￼	￼	Pd3-sus--------1s	1
￼	￼	Pd3-sus--------2	1
￼	￼	Pd3-sus--------2p	1
￼	￼	Pd3-sus--------2s	1
￼	￼	Pd3-sus--------3	1
￼	￼	Pd3-sus--------3p	1
￼	￼	Pd3-sus--------3s	1
￼	￼	Pd3-sw	1
￼	￼	Pd3-sw----------p	1
￼	￼	Pd3-sw----------s	1
￼	￼	Pd3-swp--------1	1
￼	￼	Pd3-swp--------1p	1
￼	￼	Pd3-swp--------1s	1
￼	￼	Pd3-swp--------2	1
￼	￼	Pd3-swp--------2p	1
￼	￼	Pd3-swp--------2s	1
￼	￼	Pd3-swp--------3	1
￼	￼	Pd3-swp--------3p	1
￼	￼	Pd3-swp--------3s	1
￼	￼	Pd3-sws--------1	1
￼	￼	Pd3-sws--------1p	1
￼	￼	Pd3-sws--------1s	1
￼	￼	Pd3-sws--------2	1
￼	￼	Pd3-sws--------2p	1
￼	￼	Pd3-sws--------2s	1
￼	￼	Pd3-sws--------3	1
￼	￼	Pd3-sws--------3p	1
￼	￼	Pd3-sws--------3s	1
ebbe	ez	Pd3-sx	2
abba	az	Pd3-sx	2
￼	￼	Pd3-sx----------p	1
￼	￼	Pd3-sx----------s	1
￼	￼	Pd3-sxp--------1	1
￼	￼	Pd3-sxp--------1p	1
￼	￼	Pd3-sxp--------1s	1
￼	￼	Pd3-sxp--------2	1
￼	￼	Pd3-sxp--------2p	1
￼	￼	Pd3-sxp--------2s	1
￼	￼	Pd3-sxp--------3	1
￼	￼	Pd3-sxp--------3p	1
￼	￼	Pd3-sxp--------3s	1
￼	￼	Pd3-sxs--------1	1
￼	￼	Pd3-sxs--------1p	1
￼	￼	Pd3-sxs--------1s	1
￼	￼	Pd3-sxs--------2	1
￼	￼	Pd3-sxs--------2p	1
￼	￼	Pd3-sxs--------2s	1
￼	￼	Pd3-sxs--------3	1
￼	￼	Pd3-sxs--------3p	1
￼	￼	Pd3-sxs--------3s	1
azzá	az	Pd3-sy	1
￼	￼	Pd3-sy----------p	1
￼	￼	Pd3-sy----------s	1
￼	￼	Pd3-syp--------1	1
￼	￼	Pd3-syp--------1p	1
￼	￼	Pd3-syp--------1s	1
￼	￼	Pd3-syp--------2	1
￼	￼	Pd3-syp--------2p	1
￼	￼	Pd3-syp--------2s	1
￼	￼	Pd3-syp--------3	1
￼	￼	Pd3-syp--------3p	1
￼	￼	Pd3-syp--------3s	1
￼	￼	Pd3-sys--------1	1
￼	￼	Pd3-sys--------1p	1
￼	￼	Pd3-sys--------1s	1
￼	￼	Pd3-sys--------2	1
￼	￼	Pd3-sys--------2p	1
￼	￼	Pd3-sys--------2s	1
￼	￼	Pd3-sys--------3	1
￼	￼	Pd3-sys--------3p	1
￼	￼	Pd3-sys--------3s	1
másokban	más	Pi3-p2	1
￼	￼	Pi3-p2----------p	1
￼	￼	Pi3-p2----------s	1
￼	￼	Pi3-p2p--------1	1
￼	￼	Pi3-p2p--------1p	1
￼	￼	Pi3-p2p--------1s	1
￼	￼	Pi3-p2p--------2	1
￼	￼	Pi3-p2p--------2p	1
￼	￼	Pi3-p2p--------2s	1
￼	￼	Pi3-p2p--------3	1
￼	￼	Pi3-p2p--------3p	1
￼	￼	Pi3-p2p--------3s	1
￼	￼	Pi3-p2s--------1	1
￼	￼	Pi3-p2s--------1p	1
￼	￼	Pi3-p2s--------1s	1
￼	￼	Pi3-p2s--------2	1
￼	￼	Pi3-p2s--------2p	1
￼	￼	Pi3-p2s--------2s	1
￼	￼	Pi3-p2s--------3	1
￼	￼	Pi3-p2s--------3p	1
￼	￼	Pi3-p2s--------3s	1
másoknál	más	Pi3-p3	1
￼	￼	Pi3-p3----------p	1
￼	￼	Pi3-p3----------s	1
￼	￼	Pi3-p3p--------1	1
￼	￼	Pi3-p3p--------1p	1
￼	￼	Pi3-p3p--------1s	1
￼	￼	Pi3-p3p--------2	1
￼	￼	Pi3-p3p--------2p	1
￼	￼	Pi3-p3p--------2s	1
￼	￼	Pi3-p3p--------3	1
￼	￼	Pi3-p3p--------3p	1
￼	￼	Pi3-p3p--------3s	1
￼	￼	Pi3-p3s--------1	1
￼	￼	Pi3-p3s--------1p	1
￼	￼	Pi3-p3s--------1s	1
￼	￼	Pi3-p3s--------2	1
￼	￼	Pi3-p3s--------2p	1
￼	￼	Pi3-p3s--------2s	1
￼	￼	Pi3-p3s--------3	1
￼	￼	Pi3-p3s--------3p	1
￼	￼	Pi3-p3s--------3s	1
￼	￼	Pi3-p9	1
￼	￼	Pi3-p9----------p	1
￼	￼	Pi3-p9----------s	1
￼	￼	Pi3-p9p--------1	1
￼	￼	Pi3-p9p--------1p	1
￼	￼	Pi3-p9p--------1s	1
￼	￼	Pi3-p9p--------2	1
￼	￼	Pi3-p9p--------2p	1
￼	￼	Pi3-p9p--------2s	1
￼	￼	Pi3-p9p--------3	1
￼	￼	Pi3-p9p--------3p	1
￼	￼	Pi3-p9p--------3s	1
￼	￼	Pi3-p9s--------1	1
￼	￼	Pi3-p9s--------1p	1
￼	￼	Pi3-p9s--------1s	1
￼	￼	Pi3-p9s--------2	1
￼	￼	Pi3-p9s--------2p	1
￼	￼	Pi3-p9s--------2s	1
￼	￼	Pi3-p9s--------3	1
￼	￼	Pi3-p9s--------3p	1
￼	￼	Pi3-p9s--------3s	1
mindezeket	mindez	Pi3-pa	4
mindazokat	mindaz	Pi3-pa	4
másokat	más	Pi3-pa	4
egyebeket	egyéb	Pi3-pa	4
￼	￼	Pi3-pa----------p	1
másokét	más	Pi3-pa----------s	1
￼	￼	Pi3-pap--------1	1
￼	￼	Pi3-pap--------1p	1
￼	￼	Pi3-pap--------1s	1
￼	￼	Pi3-pap--------2	1
￼	￼	Pi3-pap--------2p	1
￼	￼	Pi3-pap--------2s	1
￼	￼	Pi3-pap--------3	1
￼	￼	Pi3-pap--------3p	1
￼	￼	Pi3-pap--------3s	1
￼	￼	Pi3-pas--------1	1
￼	￼	Pi3-pas--------1p	1
￼	￼	Pi3-pas--------1s	1
￼	￼	Pi3-pas--------2	1
￼	￼	Pi3-pas--------2p	1
￼	￼	Pi3-pas--------2s	1
￼	￼	Pi3-pas--------3	1
￼	￼	Pi3-pas--------3p	1
￼	￼	Pi3-pas--------3s	1
másoktól	más	Pi3-pb	1
￼	￼	Pi3-pb----------p	1
￼	￼	Pi3-pb----------s	1
￼	￼	Pi3-pbp--------1	1
￼	￼	Pi3-pbp--------1p	1
￼	￼	Pi3-pbp--------1s	1
￼	￼	Pi3-pbp--------2	1
￼	￼	Pi3-pbp--------2p	1
￼	￼	Pi3-pbp--------2s	1
￼	￼	Pi3-pbp--------3	1
￼	￼	Pi3-pbp--------3p	1
￼	￼	Pi3-pbp--------3s	1
￼	￼	Pi3-pbs--------1	1
￼	￼	Pi3-pbs--------1p	1
￼	￼	Pi3-pbs--------1s	1
￼	￼	Pi3-pbs--------2	1
￼	￼	Pi3-pbs--------2p	1
￼	￼	Pi3-pbs--------2s	1
￼	￼	Pi3-pbs--------3	1
￼	￼	Pi3-pbs--------3p	1
￼	￼	Pi3-pbs--------3s	1
￼	￼	Pi3-pc	1
￼	￼	Pi3-pc----------p	1
másokéért	más	Pi3-pc----------s	1
￼	￼	Pi3-pcp--------1	1
￼	￼	Pi3-pcp--------1p	1
￼	￼	Pi3-pcp--------1s	1
￼	￼	Pi3-pcp--------2	1
￼	￼	Pi3-pcp--------2p	1
￼	￼	Pi3-pcp--------2s	1
￼	￼	Pi3-pcp--------3	1
￼	￼	Pi3-pcp--------3p	1
￼	￼	Pi3-pcp--------3s	1
￼	￼	Pi3-pcs--------1	1
￼	￼	Pi3-pcs--------1p	1
￼	￼	Pi3-pcs--------1s	1
￼	￼	Pi3-pcs--------2	1
￼	￼	Pi3-pcs--------2p	1
￼	￼	Pi3-pcs--------2s	1
￼	￼	Pi3-pcs--------3	1
￼	￼	Pi3-pcs--------3p	1
￼	￼	Pi3-pcs--------3s	1
másoknak	más	Pi3-pd	1
￼	￼	Pi3-pd----------p	1
￼	￼	Pi3-pd----------s	1
￼	￼	Pi3-pdp--------1	1
￼	￼	Pi3-pdp--------1p	1
￼	￼	Pi3-pdp--------1s	1
￼	￼	Pi3-pdp--------2	1
￼	￼	Pi3-pdp--------2p	1
￼	￼	Pi3-pdp--------2s	1
￼	￼	Pi3-pdp--------3	1
￼	￼	Pi3-pdp--------3p	1
￼	￼	Pi3-pdp--------3s	1
￼	￼	Pi3-pds--------1	1
￼	￼	Pi3-pds--------1p	1
￼	￼	Pi3-pds--------1s	1
￼	￼	Pi3-pds--------2	1
￼	￼	Pi3-pds--------2p	1
￼	￼	Pi3-pds--------2s	1
￼	￼	Pi3-pds--------3	1
￼	￼	Pi3-pds--------3p	1
￼	￼	Pi3-pds--------3s	1
￼	￼	Pi3-pe	1
￼	￼	Pi3-pe----------p	1
￼	￼	Pi3-pe----------s	1
￼	￼	Pi3-pep--------1	1
￼	￼	Pi3-pep--------1p	1
￼	￼	Pi3-pep--------1s	1
￼	￼	Pi3-pep--------2	1
￼	￼	Pi3-pep--------2p	1
￼	￼	Pi3-pep--------2s	1
￼	￼	Pi3-pep--------3	1
￼	￼	Pi3-pep--------3p	1
￼	￼	Pi3-pep--------3s	1
￼	￼	Pi3-pes--------1	1
￼	￼	Pi3-pes--------1p	1
￼	￼	Pi3-pes--------1s	1
￼	￼	Pi3-pes--------2	1
￼	￼	Pi3-pes--------2p	1
￼	￼	Pi3-pes--------2s	1
￼	￼	Pi3-pes--------3	1
￼	￼	Pi3-pes--------3p	1
￼	￼	Pi3-pes--------3s	1
￼	￼	Pi3-pf	1
￼	￼	Pi3-pf----------p	1
￼	￼	Pi3-pf----------s	1
￼	￼	Pi3-pfp--------1	1
￼	￼	Pi3-pfp--------1p	1
￼	￼	Pi3-pfp--------1s	1
￼	￼	Pi3-pfp--------2	1
￼	￼	Pi3-pfp--------2p	1
￼	￼	Pi3-pfp--------2s	1
￼	￼	Pi3-pfp--------3	1
￼	￼	Pi3-pfp--------3p	1
￼	￼	Pi3-pfp--------3s	1
￼	￼	Pi3-pfs--------1	1
￼	￼	Pi3-pfs--------1p	1
￼	￼	Pi3-pfs--------1s	1
￼	￼	Pi3-pfs--------2	1
￼	￼	Pi3-pfs--------2p	1
￼	￼	Pi3-pfs--------2s	1
￼	￼	Pi3-pfs--------3	1
￼	￼	Pi3-pfs--------3p	1
￼	￼	Pi3-pfs--------3s	1
￼	￼	Pi3-pg	1
￼	￼	Pi3-pg----------p	1
￼	￼	Pi3-pg----------s	1
￼	￼	Pi3-pgp--------1	1
￼	￼	Pi3-pgp--------1p	1
￼	￼	Pi3-pgp--------1s	1
￼	￼	Pi3-pgp--------2	1
￼	￼	Pi3-pgp--------2p	1
￼	￼	Pi3-pgp--------2s	1
￼	￼	Pi3-pgp--------3	1
￼	￼	Pi3-pgp--------3p	1
￼	￼	Pi3-pgp--------3s	1
￼	￼	Pi3-pgs--------1	1
￼	￼	Pi3-pgs--------1p	1
￼	￼	Pi3-pgs--------1s	1
￼	￼	Pi3-pgs--------2	1
￼	￼	Pi3-pgs--------2p	1
￼	￼	Pi3-pgs--------2s	1
￼	￼	Pi3-pgs--------3	1
￼	￼	Pi3-pgs--------3p	1
￼	￼	Pi3-pgs--------3s	1
mindazokról	mindaz	Pi3-ph	2
egyebekről	egyéb	Pi3-ph	2
￼	￼	Pi3-ph----------p	1
￼	￼	Pi3-ph----------s	1
￼	￼	Pi3-php--------1	1
￼	￼	Pi3-php--------1p	1
￼	￼	Pi3-php--------1s	1
￼	￼	Pi3-php--------2	1
￼	￼	Pi3-php--------2p	1
￼	￼	Pi3-php--------2s	1
￼	￼	Pi3-php--------3	1
￼	￼	Pi3-php--------3p	1
￼	￼	Pi3-php--------3s	1
￼	￼	Pi3-phs--------1	1
￼	￼	Pi3-phs--------1p	1
￼	￼	Pi3-phs--------1s	1
￼	￼	Pi3-phs--------2	1
￼	￼	Pi3-phs--------2p	1
￼	￼	Pi3-phs--------2s	1
￼	￼	Pi3-phs--------3	1
￼	￼	Pi3-phs--------3p	1
￼	￼	Pi3-phs--------3s	1
mindazokkal	mindaz	Pi3-pi	2
másokkal	más	Pi3-pi	2
￼	￼	Pi3-pi----------p	1
￼	￼	Pi3-pi----------s	1
￼	￼	Pi3-pip--------1	1
￼	￼	Pi3-pip--------1p	1
￼	￼	Pi3-pip--------1s	1
￼	￼	Pi3-pip--------2	1
￼	￼	Pi3-pip--------2p	1
￼	￼	Pi3-pip--------2s	1
￼	￼	Pi3-pip--------3	1
￼	￼	Pi3-pip--------3p	1
￼	￼	Pi3-pip--------3s	1
￼	￼	Pi3-pis--------1	1
￼	￼	Pi3-pis--------1p	1
￼	￼	Pi3-pis--------1s	1
￼	￼	Pi3-pis--------2	1
￼	￼	Pi3-pis--------2p	1
￼	￼	Pi3-pis--------2s	1
￼	￼	Pi3-pis--------3	1
￼	￼	Pi3-pis--------3p	1
￼	￼	Pi3-pis--------3s	1
￼	￼	Pi3-pm	1
￼	￼	Pi3-pm----------p	1
￼	￼	Pi3-pm----------s	1
￼	￼	Pi3-pmp--------1	1
￼	￼	Pi3-pmp--------1p	1
￼	￼	Pi3-pmp--------1s	1
￼	￼	Pi3-pmp--------2	1
￼	￼	Pi3-pmp--------2p	1
￼	￼	Pi3-pmp--------2s	1
￼	￼	Pi3-pmp--------3	1
￼	￼	Pi3-pmp--------3p	1
￼	￼	Pi3-pmp--------3s	1
￼	￼	Pi3-pms--------1	1
￼	￼	Pi3-pms--------1p	1
￼	￼	Pi3-pms--------1s	1
￼	￼	Pi3-pms--------2	1
￼	￼	Pi3-pms--------2p	1
￼	￼	Pi3-pms--------2s	1
￼	￼	Pi3-pms--------3	1
￼	￼	Pi3-pms--------3p	1
￼	￼	Pi3-pms--------3s	1
valakik	valaki	Pi3-pn	8
némelyek	némely	Pi3-pn	8
mindezek	mindez	Pi3-pn	8
mindenfélék	mindenféle	Pi3-pn	8
mindenek	minden	Pi3-pn	8
￼	￼	Pi3-pn----------p	1
másoké	más	Pi3-pn----------s	1
￼	￼	Pi3-pnp--------1	1
￼	￼	Pi3-pnp--------1p	1
￼	￼	Pi3-pnp--------1s	1
￼	￼	Pi3-pnp--------2	1
￼	￼	Pi3-pnp--------2p	1
￼	￼	Pi3-pnp--------2s	1
￼	￼	Pi3-pnp--------3	1
￼	￼	Pi3-pnp--------3p	1
￼	￼	Pi3-pnp--------3s	1
￼	￼	Pi3-pns--------1	1
￼	￼	Pi3-pns--------1p	1
￼	￼	Pi3-pns--------1s	1
￼	￼	Pi3-pns--------2	1
￼	￼	Pi3-pns--------2p	1
￼	￼	Pi3-pns--------2s	1
￼	￼	Pi3-pns--------3	1
￼	￼	Pi3-pns--------3p	1
￼	￼	Pi3-pns--------3s	1
￼	￼	Pi3-pp	1
￼	￼	Pi3-pp----------p	1
