živome	živ	Af	13
stražara	stražar	Ncm	8
sata	sat	Ncm	8
prostorijici	prostorijica	Ncm	8
pravca	pravac	Ncm	8
kukuruza	kukuruz	Ncm	8
zida	zid	Ncm----n	52
ulaza	ulaz	Ncm----n	52
udarca	udarac	Ncm----n	52
tampona	tampon	Ncm----n	52
stočića	stočić	Ncm----n	52
stražara	stražar	Ncm----y	4
neznanca	neznanac	Ncm----y	4
konja	konj	Ncm----y	4
čoveka	čovek	Ncm----y	4
sata	sat	Ncm-a	3
poteza	potez	Ncm-a	3
časa	čas	Ncm-a	3
prsta	prst	Ncm-a--n	3
obroka	obrok	Ncm-a--n	3
načina	način	Ncm-a--n	3
sata	sat	Ncm-g--n	2
razloga	razlog	Ncm-g--n	2
čoveka	čovek	Ncm-g--y	1
glasa	glas	Ncm-n	1
uslova	uslov	Ncm-n--n	3
telekrana	telekran	Ncm-n--n	3
prsta	prst	Ncm-n--n	3
izdajnika	izdajnik	Ncm-n--y	2
člana	član	Ncm-n--y	2
Ketrin	Ketrin	Ncmp	1
zube	zub	Ncmpa	2
kokošinjce	kokošinjac	Ncmpa	2
zvukove	zvuk	Ncmpa--n	1165
zvuke	zvuk	Ncmpa--n	1165
zvučnike	zvučnik	Ncmpa--n	1165
zvonove	zvon	Ncmpa--n	1165
zvonike	zvonik	Ncmpa--n	1165
zlomislitelje	zlomislitelj	Ncmpa--y	305
zločince	zločinac	Ncmpa--y	305
ženski	žensko	Ncmpa--y	305
zečeve	zec	Ncmpa--y	305
zaverenike	zaverenik	Ncmpa--y	305
zvukovima	zvuk	Ncmpd--n	1156
zvučnicima	zvučnik	Ncmpd--n	1156
zvucima	zvuk	Ncmpd--n	1156
zvonovima	zvon	Ncmpd--n	1156
zvonicima	zvonik	Ncmpd--n	1156
zlomisliteljima	zlomislitelj	Ncmpd--y	310
zločincima	zločinac	Ncmpd--y	310
zečevima	zec	Ncmpd--y	310
zaverenicima	zaverenik	Ncmpd--y	310
zatvorenicima	zatvorenik	Ncmpd--y	310
ogranaka	ogranak	Ncmpg	1
zvukova	zvuk	Ncmpg--n	1176
zvuka	zvuk	Ncmpg--n	1176
zvučnika	zvučnik	Ncmpg--n	1176
zvonova	zvon	Ncmpg--n	1176
zvonika	zvonik	Ncmpg--n	1176
zlomislitelja	zlomislitelj	Ncmpg--y	318
zločinaca	zločinac	Ncmpg--y	318
ženskih	žensko	Ncmpg--y	318
zečeva	zec	Ncmpg--y	318
zaverenika	zaverenik	Ncmpg--y	318
zvukovima	zvuk	Ncmpi--n	1159
zvučnicima	zvučnik	Ncmpi--n	1159
zvucima	zvuk	Ncmpi--n	1159
zvonovima	zvon	Ncmpi--n	1159
zvonicima	zvonik	Ncmpi--n	1159
zlomisliteljima	zlomislitelj	Ncmpi--y	310
zločincima	zločinac	Ncmpi--y	310
zečevima	zec	Ncmpi--y	310
zaverenicima	zaverenik	Ncmpi--y	310
zatvorenicima	zatvorenik	Ncmpi--y	310
zvukovima	zvuk	Ncmpl--n	1170
zvučnicima	zvučnik	Ncmpl--n	1170
zvucima	zvuk	Ncmpl--n	1170
zvonovima	zvon	Ncmpl--n	1170
zvonicima	zvonik	Ncmpl--n	1170
zlomisliteljima	zlomislitelj	Ncmpl--y	313
zločincima	zločinac	Ncmpl--y	313
zečevima	zec	Ncmpl--y	313
zaverenicima	zaverenik	Ncmpl--y	313
zatvorenicima	zatvorenik	Ncmpl--y	313
prsti	prst	Ncmpn	2
povici	povik	Ncmpn	2
zvukovi	zvuk	Ncmpn--n	1170
zvučnici	zvučnik	Ncmpn--n	1170
zvuci	zvuk	Ncmpn--n	1170
zvonovi	zvon	Ncmpn--n	1170
zvonici	zvonik	Ncmpn--n	1170
zlomislitelji	zlomislitelj	Ncmpn--y	325
zločinci	zločinac	Ncmpn--y	325
ženski	žensko	Ncmpn--y	325
zečevi	zec	Ncmpn--y	325
zaverenici	zaverenik	Ncmpn--y	325
zvukovi	zvuk	Ncmpv--n	1155
zvučnici	zvučnik	Ncmpv--n	1155
zvuci	zvuk	Ncmpv--n	1155
zvonovi	zvon	Ncmpv--n	1155
zvonici	zvonik	Ncmpv--n	1155
zlomislitelji	zlomislitelj	Ncmpv--y	322
zločinci	zločinac	Ncmpv--y	322
zečevi	zec	Ncmpv--y	322
zaverenici	zaverenik	Ncmpv--y	322
zatvorenici	zatvorenik	Ncmpv--y	322
potiljak	potiljak	Ncmsa	4
komad	komad	Ncmsa	4
izraz	izraz	Ncmsa	4
glas	glas	Ncmsa	4
zvuk	zvuk	Ncmsa--n	1207
zvučnik	zvučnik	Ncmsa--n	1207
zvon	zvon	Ncmsa--n	1207
zvonik	zvonik	Ncmsa--n	1207
zvončić	zvončić	Ncmsa--n	1207
zlomislitelja	zlomislitelj	Ncmsa--y	324
zločinca	zločinac	Ncmsa--y	324
zeca	zec	Ncmsa--y	324
zaverenika	zaverenik	Ncmsa--y	324
zatvorenika	zatvorenik	Ncmsa--y	324
zvuku	zvuk	Ncmsd--n	1170
zvučniku	zvučnik	Ncmsd--n	1170
zvonu	zvon	Ncmsd--n	1170
zvoniku	zvonik	Ncmsd--n	1170
zvončiću	zvončić	Ncmsd--n	1170
zlomislitelju	zlomislitelj	Ncmsd--y	315
zločincu	zločinac	Ncmsd--y	315
zecu	zec	Ncmsd--y	315
zavereniku	zaverenik	Ncmsd--y	315
zatvoreniku	zatvorenik	Ncmsd--y	315
straha	strah	Ncmsg	1
zvuka	zvuk	Ncmsg--n	1206
zvučnika	zvučnik	Ncmsg--n	1206
zvonika	zvonik	Ncmsg--n	1206
zvončića	zvončić	Ncmsg--n	1206
zvona	zvon	Ncmsg--n	1206
zlomislitelja	zlomislitelj	Ncmsg--y	321
zločinca	zločinac	Ncmsg--y	321
zeca	zec	Ncmsg--y	321
zaverenika	zaverenik	Ncmsg--y	321
zatvorenika	zatvorenik	Ncmsg--y	321
razlogom	razlog	Ncmsi	3
neurednim	neuredan	Ncmsi	3
bolom	bol	Ncmsi	3
zvukom	zvuk	Ncmsi--n	1184
zvučnikom	zvučnik	Ncmsi--n	1184
zvonom	zvon	Ncmsi--n	1184
zvonikom	zvonik	Ncmsi--n	1184
zvončićom	zvončić	Ncmsi--n	1184
zlomisliteljem	zlomislitelj	Ncmsi--y	316
zločincem	zločinac	Ncmsi--y	316
zecom	zec	Ncmsi--y	316
zaverenikom	zaverenik	Ncmsi--y	316
zatvorenikom	zatvorenik	Ncmsi--y	316
zlomislitelju	zlomislitelj	Ncmsl	24
životu	život	Ncmsl	24
upravljaču	upravljač	Ncmsl	24
učitelju	učitelj	Ncmsl	24
staromislitelju	staromislitelj	Ncmsl	24
zvuku	zvuk	Ncmsl--n	1205
zvučniku	zvučnik	Ncmsl--n	1205
zvonu	zvon	Ncmsl--n	1205
zvoniku	zvonik	Ncmsl--n	1205
zvončiću	zvončić	Ncmsl--n	1205
zločincu	zločinac	Ncmsl--y	294
zecu	zec	Ncmsl--y	294
zavereniku	zaverenik	Ncmsl--y	294
zatvoreniku	zatvorenik	Ncmsl--y	294
zatočniku	zatočnik	Ncmsl--y	294
novogovor	novogovor	Ncmsn	5
monolog	monolog	Ncmsn	5
izraz	izraz	Ncmsn	5
glas	glas	Ncmsn	5
Englsoc	Englsoc	Ncmsn	5
zvuk	zvuk	Ncmsn--n	1223
zvučnik	zvučnik	Ncmsn--n	1223
zvon	zvon	Ncmsn--n	1223
zvonik	zvonik	Ncmsn--n	1223
zvončić	zvončić	Ncmsn--n	1223
zlomislitelj	zlomislitelj	Ncmsn--y	336
zločinac	zločinac	Ncmsn--y	336
zec	zec	Ncmsn--y	336
zaverenik	zaverenik	Ncmsn--y	336
zatvorenik	zatvorenik	Ncmsn--y	336
zvučniče	zvučnik	Ncmsv--n	1082
zvoniče	zvonik	Ncmsv--n	1082
zvone	zvon	Ncmsv--n	1082
zvončiće	zvončić	Ncmsv--n	1082
zvižduče	zvižduk	Ncmsv--n	1082
Zlomislitelju	Zlomislitelj	Ncmsv--y	352
zlomislitelje	zlomislitelj	Ncmsv--y	352
zločinče	zločinac	Ncmsv--y	352
zločince	zločinac	Ncmsv--y	352
zece	zec	Ncmsv--y	352
značenja	značenje	Ncn	1
značenja	značenje	Ncn----n	4
mišljenja	mišljenje	Ncn----n	4
ministarstva	ministarstvo	Ncn----n	4
mesta	mesto	Ncn----n	4
derišteta	derište	Ncn----y	1
značenja	značenje	Ncn-a--n	1
ministarstva	ministarstvo	Ncn-g--n	1
verovanja	verovanje	Ncn-n--n	1
ženski	žensko	Ncn-v--y	2
muški	muško	Ncn-v--y	2
zvona	zvono	Ncnpa--n	578
zverstva	zverstvo	Ncnpa--n	578
zujanja	zujanje	Ncnpa--n	578
zrnca	zrnce	Ncnpa--n	578
zrna	zrno	Ncnpa--n	578
sumnjala	sumnjalo	Ncnpa--y	10
stvorenja	stvorenje	Ncnpa--y	10
smetala	smetalo	Ncnpa--y	10
pričala	pričalo	Ncnpa--y	10
njuškala	njuškalo	Ncnpa--y	10
zvonima	zvono	Ncnpd--n	574
zverstvima	zverstvo	Ncnpd--n	574
zujanjima	zujanje	Ncnpd--n	574
zrnima	zrno	Ncnpd--n	574
zrncima	zrnce	Ncnpd--n	574
ženskima	žensko	Ncnpd--y	11
sumnjalima	sumnjalo	Ncnpd--y	11
stvorenjima	stvorenje	Ncnpd--y	11
smetalima	smetalo	Ncnpd--y	11
pričalima	pričalo	Ncnpd--y	11
zvona	zvono	Ncnpg--n	639
zvona	zvona	Ncnpg--n	639
zverstva	zverstvo	Ncnpg--n	639
zverstava	zverstvo	Ncnpg--n	639
zujanja	zujanje	Ncnpg--n	639
sumnjala	sumnjalo	Ncnpg--y	9
stvorenja	stvorenje	Ncnpg--y	9
smetala	smetalo	Ncnpg--y	9
pričala	pričalo	Ncnpg--y	9
njuškala	njuškalo	Ncnpg--y	9
zvonima	zvono	Ncnpi--n	574
zverstvima	zverstvo	Ncnpi--n	574
zujanjima	zujanje	Ncnpi--n	574
zrnima	zrno	Ncnpi--n	574
zrncima	zrnce	Ncnpi--n	574
ženskima	žensko	Ncnpi--y	11
sumnjalima	sumnjalo	Ncnpi--y	11
stvorenjima	stvorenje	Ncnpi--y	11
smetalima	smetalo	Ncnpi--y	11
pričalima	pričalo	Ncnpi--y	11
zvonima	zvono	Ncnpl--n	574
zverstvima	zverstvo	Ncnpl--n	574
zujanjima	zujanje	Ncnpl--n	574
zrnima	zrno	Ncnpl--n	574
zrncima	zrnce	Ncnpl--n	574
ženskima	žensko	Ncnpl--y	11
sumnjalima	sumnjalo	Ncnpl--y	11
stvorenjima	stvorenje	Ncnpl--y	11
smetalima	smetalo	Ncnpl--y	11
pričalima	pričalo	Ncnpl--y	11
zvona	zvono	Ncnpn--n	577
zverstva	zverstvo	Ncnpn--n	577
zujanja	zujanje	Ncnpn--n	577
zrnca	zrnce	Ncnpn--n	577
zrna	zrno	Ncnpn--n	577
sumnjala	sumnjalo	Ncnpn--y	9
stvorenja	stvorenje	Ncnpn--y	9
smetala	smetalo	Ncnpn--y	9
pričala	pričalo	Ncnpn--y	9
njuškala	njuškalo	Ncnpn--y	9
zvona	zvono	Ncnpv--n	593
zverstva	zverstvo	Ncnpv--n	593
zujanja	zujanje	Ncnpv--n	593
zrnca	zrnce	Ncnpv--n	593
zrna	zrno	Ncnpv--n	593
sumnjala	sumnjalo	Ncnpv--y	9
stvorenja	stvorenje	Ncnpv--y	9
smetala	smetalo	Ncnpv--y	9
pričala	pričalo	Ncnpv--y	9
njuškala	njuškalo	Ncnpv--y	9
meso	meso	Ncnsa	2
lice	lice	Ncnsa	2
zvono	zvono	Ncnsa--n	588
zverstvo	zverstvo	Ncnsa--n	588
zujanje	zujanje	Ncnsa--n	588
zrno	zrno	Ncnsa--n	588
zrnce	zrnce	Ncnsa--n	588
žensko	žensko	Ncnsa--y	16
tiče	tiče	Ncnsa--y	16
tele	tele	Ncnsa--y	16
sumnjalo	sumnjalo	Ncnsa--y	16
stvorenje	stvorenje	Ncnsa--y	16
vremenu	vreme	Ncnsd	1
zvonu	zvono	Ncnsd--n	585
zverstvu	zverstvo	Ncnsd--n	585
zujanju	zujanje	Ncnsd--n	585
zrnu	zrno	Ncnsd--n	585
zrncu	zrnce	Ncnsd--n	585
ženskomu	žensko	Ncnsd--y	17
tičetu	tiče	Ncnsd--y	17
teletu	tele	Ncnsd--y	17
sumnjalu	sumnjalo	Ncnsd--y	17
stvorenju	stvorenje	Ncnsd--y	17
lica	lice	Ncnsg	2
drveta	drvo	Ncnsg	2
zvona	zvono	Ncnsg--n	595
zverstva	zverstvo	Ncnsg--n	595
zverstava	zverstvo	Ncnsg--n	595
zujanja	zujanje	Ncnsg--n	595
zrnca	zrnce	Ncnsg--n	595
ženskoga	žensko	Ncnsg--y	19
tičeta	tiče	Ncnsg--y	19
teleta	tele	Ncnsg--y	19
sumnjala	sumnjalo	Ncnsg--y	19
stvorenja	stvorenje	Ncnsg--y	19
zvonom	zvono	Ncnsi--n	591
zverstvom	zverstvo	Ncnsi--n	591
zujanjem	zujanje	Ncnsi--n	591
zrnom	zrno	Ncnsi--n	591
zrncem	zrnce	Ncnsi--n	591
ženskom	žensko	Ncnsi--y	17
tičetom	tiče	Ncnsi--y	17
teletom	tele	Ncnsi--y	17
sumnjalom	sumnjalo	Ncnsi--y	17
stvorenjem	stvorenje	Ncnsi--y	17
vidnom	vidno	Ncnsl	1
zvonu	zvono	Ncnsl--n	592
zverstvu	zverstvo	Ncnsl--n	592
zujanju	zujanje	Ncnsl--n	592
zrnu	zrno	Ncnsl--n	592
zrncu	zrnce	Ncnsl--n	592
ženskomu	žensko	Ncnsl--y	18
tičetu	tiče	Ncnsl--y	18
teletu	tele	Ncnsl--y	18
sumnjalu	sumnjalo	Ncnsl--y	18
stvorenju	stvorenje	Ncnsl--y	18
nasleđe	nasleđe	Ncnsn	1
zvono	zvono	Ncnsn--n	587
zverstvo	zverstvo	Ncnsn--n	587
zujanje	zujanje	Ncnsn--n	587
zrno	zrno	Ncnsn--n	587
zrnce	zrnce	Ncnsn--n	587
žensko	žensko	Ncnsn--y	17
tiče	tiče	Ncnsn--y	17
tele	tele	Ncnsn--y	17
sumnjalo	sumnjalo	Ncnsn--y	17
stvorenje	stvorenje	Ncnsn--y	17
zvono	zvono	Ncnsv--n	581
zverstvo	zverstvo	Ncnsv--n	581
zujanje	zujanje	Ncnsv--n	581
zrno	zrno	Ncnsv--n	581
zrnce	zrnce	Ncnsv--n	581
žensko	žensko	Ncnsv--y	16
tiče	tiče	Ncnsv--y	16
tele	tele	Ncnsv--y	16
sumnjalo	sumnjalo	Ncnsv--y	16
stvorenje	stvorenje	Ncnsv--y	16
Stepni	Stepni	Np	1
Cejlon	Cejlon	Np--n	1
Zujanje	Zujanje	Np-p	12
Zatvorenici	Zatvorenici	Np-p	12
Toje	Toje	Np-p	12
Pripasujući	Pripasujući	Np-p	12
Pogled	Pogled	Np-p	12
Jevrejke	Jevrejka	Npfpa--y	1
Jevrejkama	Jevrejka	Npfpd--y	1
Jevrejki	Jevrejka	Npfpg--y	2
Jevrejaka	Jevrejka	Npfpg--y	2
Jevrejkama	Jevrejka	Npfpi--y	1
Jevrejkama	Jevrejka	Npfpl--y	1
Jevrejke	Jevrejka	Npfpn--y	1
Jevrejke	Jevrejka	Npfpv--y	1
Rusiju	Rusija	Npfsa--n	14
Portugaliju	Portugalija	Npfsa--n	14
Persiju	Persija	Npfsa--n	14
Okeaniju	Okeanija	Npfsa--n	14
Mongoliju	Mongolija	Npfsa--n	14
Parsons	Parsons	Npfsa--y	11
Oliveru	Olivera	Npfsa--y	11
Ketrin	Ketrin	Npfsa--y	11
Karlu	Karla	Npfsa--y	11
Juliju	Julija	Npfsa--y	11
Rusiji	Rusija	Npfsd--n	12
Portugaliji	Portugalija	Npfsd--n	12
Persiji	Persija	Npfsd--n	12
Okeaniji	Okeanija	Npfsd--n	12
Mongoliji	Mongolija	Npfsd--n	12
Oliveri	Olivera	Npfsd--y	9
Karli	Karla	Npfsd--y	9
Juliji	Julija	Npfsd--y	9
Jevrejki	Jevrejka	Npfsd--y	9
Evi	Eva	Npfsd--y	9
Rusije	Rusija	Npfsg--n	14
Portugalije	Portugalija	Npfsg--n	14
Persije	Persija	Npfsg--n	14
Okeanije	Okeanija	Npfsg--n	14
Mongolije	Mongolija	Npfsg--n	14
Parsons	Parsons	Npfsg--y	11
Omladine	Omladina	Npfsg--y	11
Olivere	Olivera	Npfsg--y	11
Karle	Karla	Npfsg--y	11
Julije	Julija	Npfsg--y	11
Rusijom	Rusija	Npfsi--n	12
Portugalijom	Portugalija	Npfsi--n	12
Persijom	Persija	Npfsi--n	12
Okeanijom	Okeanija	Npfsi--n	12
Mongolijom	Mongolija	Npfsi--n	12
Oliverom	Olivera	Npfsi--y	9
Karlom	Karla	Npfsi--y	9
Julijom	Julija	Npfsi--y	9
Jevrejkom	Jevrejka	Npfsi--y	9
Evom	Eva	Npfsi--y	9
Rusiji	Rusija	Npfsl--n	14
Portugaliji	Portugalija	Npfsl--n	14
Policiji	Policija	Npfsl--n	14
Persiji	Persija	Npfsl--n	14
Okeaniji	Okeanija	Npfsl--n	14
Oliveri	Olivera	Npfsl--y	9
Karli	Karla	Npfsl--y	9
Juliji	Julija	Npfsl--y	9
Jevrejki	Jevrejka	Npfsl--y	9
Evi	Eva	Npfsl--y	9
Rusija	Rusija	Npfsn--n	13
Portugalija	Portugalija	Npfsn--n	13
Persija	Persija	Npfsn--n	13
Okeanija	Okeanija	Npfsn--n	13
Mongolija	Mongolija	Npfsn--n	13
Parsons	Parsons	Npfsn--y	13
Olivera	Olivera	Npfsn--y	13
Ketrin	Ketrin	Npfsn--y	13
Karla	Karla	Npfsn--y	13
Julija	Julija	Npfsn--y	13
Rusijo	Rusija	Npfsv--n	12
Portugalijo	Portugalija	Npfsv--n	12
Persijo	Persija	Npfsv--n	12
Okeanijo	Okeanija	Npfsv--n	12
Mongolijo	Mongolija	Npfsv--n	12
Olivera	Olivera	Npfsv--y	11
Ketrin	Ketrin	Npfsv--y	11
Karla	Karla	Npfsv--y	11
Julijo	Julija	Npfsv--y	11
Jevrejko	Jevrejka	Npfsv--y	11
Vinstone	Vinston	Npmpa--n	10
Tajmse	Tajms	Npmpa--n	10
Smite	Smit	Npmpa--n	10
Raterforde	Raterford	Npmpa--n	10
Parsonse	Parsons	Npmpa--n	10
Opaliće	Opalić	Npmpa--y	5
Nosiće	Nosić	Npmpa--y	5
Kineze	Kinez	Npmpa--y	5
Jevreje	Jevrejin	Npmpa--y	5
Hebrejce	Hebrejac	Npmpa--y	5
Vinstonima	Vinston	Npmpd--n	10
Tajmsima	Tajms	Npmpd--n	10
Smitima	Smit	Npmpd--n	10
Raterfordima	Raterford	Npmpd--n	10
Parsonsima	Parsons	Npmpd--n	10
Opalićima	Opalić	Npmpd--y	5
Nosićima	Nosić	Npmpd--y	5
Kinezima	Kinez	Npmpd--y	5
Jevrejima	Jevrejin	Npmpd--y	5
Hebrejcima	Hebrejac	Npmpd--y	5
Vinstona	Vinston	Npmpg--n	10
Tajmsa	Tajms	Npmpg--n	10
Smita	Smit	Npmpg--n	10
Raterforda	Raterford	Npmpg--n	10
Parsonsa	Parsons	Npmpg--n	10
Opalića	Opalić	Npmpg--y	5
Nosića	Nosić	Npmpg--y	5
Kineza	Kinez	Npmpg--y	5
Jevreja	Jevrejin	Npmpg--y	5
Hebrejaca	Hebrejac	Npmpg--y	5
Vinstonima	Vinston	Npmpi--n	10
Tajmsima	Tajms	Npmpi--n	10
Smitima	Smit	Npmpi--n	10
Raterfordima	Raterford	Npmpi--n	10
Parsonsima	Parsons	Npmpi--n	10
Opalićima	Opalić	Npmpi--y	5
Nosićima	Nosić	Npmpi--y	5
Kinezima	Kinez	Npmpi--y	5
Jevrejima	Jevrejin	Npmpi--y	5
Hebrejcima	Hebrejac	Npmpi--y	5
Vinstonima	Vinston	Npmpl--n	10
Tajmsima	Tajms	Npmpl--n	10
Smitima	Smit	Npmpl--n	10
Raterfordima	Raterford	Npmpl--n	10
Parsonsima	Parsons	Npmpl--n	10
Špijunima	Špijun	Npmpl--y	6
Opalićima	Opalić	Npmpl--y	6
Nosićima	Nosić	Npmpl--y	6
Kinezima	Kinez	Npmpl--y	6
Jevrejima	Jevrejin	Npmpl--y	6
Vinstoni	Vinston	Npmpn--n	10
Tajmsi	Tajms	Npmpn--n	10
Smiti	Smit	Npmpn--n	10
Raterfordi	Raterford	Npmpn--n	10
Parsonsi	Parsons	Npmpn--n	10
Špijuni	Špijun	Npmpn--y	6
Opalići	Opalić	Npmpn--y	6
Nosići	Nosić	Npmpn--y	6
Kinezi	Kinez	Npmpn--y	6
Jevreji	Jevrejin	Npmpn--y	6
Vinstoni	Vinston	Npmpv--n	10
Tajmsi	Tajms	Npmpv--n	10
Smiti	Smit	Npmpv--n	10
Raterfordi	Raterford	Npmpv--n	10
Parsonsi	Parsons	Npmpv--n	10
Opalići	Opalić	Npmpv--y	5
Nosići	Nosić	Npmpv--y	5
Kinezi	Kinez	Npmpv--y	5
Jevreji	Jevrejin	Npmpv--y	5
Hebrejci	Hebrejac	Npmpv--y	5
Vinston	Vinston	Npmsa--n	37
Tibet	Tibet	Npmsa--n	37
Tanger	Tanger	Npmsa--n	37
Tajms	Tajms	Npmsa--n	37
Stepni	Stepni	Npmsa--n	37
Vinstona	Vinston	Npmsa--y	43
Vilšera	Vilšer	Npmsa--y	43
Viksa	Viks	Npmsa--y	43
Vidersa	Viders	Npmsa--y	43
Tilotsona	Tilotson	Npmsa--y	43
Vinstonu	Vinston	Npmsd--n	37
Tibetu	Tibet	Npmsd--n	37
Tangeru	Tanger	Npmsd--n	37
Tajmsu	Tajms	Npmsd--n	37
Stepniju	Stepni	Npmsd--n	37
Vinstonu	Vinston	Npmsd--y	37
Vilšeru	Vilšer	Npmsd--y	37
Viksu	Viks	Npmsd--y	37
Vidersu	Viders	Npmsd--y	37
Tilotsonu	Tilotson	Npmsd--y	37
Englsoca	Englsoc	Npmsg	1
Vinstona	Vinston	Npmsg--n	39
Tibeta	Tibet	Npmsg--n	39
Tangera	Tanger	Npmsg--n	39
Tajmsa	Tajms	Npmsg--n	39
Stepnija	Stepni	Npmsg--n	39
Vinstona	Vinston	Npmsg--y	42
Vilšera	Vilšer	Npmsg--y	42
Viksa	Viks	Npmsg--y	42
Vidersa	Viders	Npmsg--y	42
Tilotsona	Tilotson	Npmsg--y	42
Vinstonom	Vinston	Npmsi--n	37
Tibetom	Tibet	Npmsi--n	37
Tangerom	Tanger	Npmsi--n	37
Tajmsom	Tajms	Npmsi--n	37
Stepnijem	Stepni	Npmsi--n	37
Vinstonom	Vinston	Npmsi--y	37
Vilšerom	Vilšer	Npmsi--y	37
Viksom	Viks	Npmsi--y	37
Vidersom	Viders	Npmsi--y	37
Tilotsonom	Tilotson	Npmsi--y	37
Opaliću	Opalić	Npmsl	3
Nosiću	Nosić	Npmsl	3
Hajd	Hajd	Npmsl	3
Vinstonu	Vinston	Npmsl--n	40
Tibetu	Tibet	Npmsl--n	40
Tangeru	Tanger	Npmsl--n	40
Tajmsu	Tajms	Npmsl--n	40
Stepniju	Stepni	Npmsl--n	40
Vinstonu	Vinston	Npmsl--y	39
Vilšeru	Vilšer	Npmsl--y	39
Viksu	Viks	Npmsl--y	39
Vidersu	Viders	Npmsl--y	39
Tilotsonu	Tilotson	Npmsl--y	39
Englsoc	Englsoc	Npmsn	1
Vinston	Vinston	Npmsn--n	43
Tibet	Tibet	Npmsn--n	43
Tanger	Tanger	Npmsn--n	43
Tajms	Tajms	Npmsn--n	43
Stepni	Stepni	Npmsn--n	43
Vinston	Vinston	Npmsn--y	48
Vilšer	Vilšer	Npmsn--y	48
Viks	Viks	Npmsn--y	48
Viders	Viders	Npmsn--y	48
Tom	Tom	Npmsn--y	48
Vinstone	Vinston	Npmsv--n	37
Tibete	Tibet	Npmsv--n	37
Tangere	Tanger	Npmsv--n	37
Tajmse	Tajms	Npmsv--n	37
Stepniju	Stepni	Npmsv--n	37
Vinstone	Vinston	Npmsv--y	38
Vilšere	Vilšer	Npmsv--y	38
Vikse	Viks	Npmsv--y	38
Viderse	Viders	Npmsv--y	38
Tilotsone	Tilotson	Npmsv--y	38
Ministarstva	Ministarstvo	Npnsg--n	4
Konga	Kongo	Npnsg--n	4
Bratstva	Bratstvo	Npnsg--n	4
bratstva	bratstvo	Npnsg--n	4
Bratstvom	Bratstvo	Npnsi--n	1
Ministarstvu	Ministarstvo	Npnsl--n	2
Bratstvu	Bratstvo	Npnsl--n	2
Ministin	Ministin	Npnsn--n	6
Ministarstvo	Ministarstvo	Npnsn--n	6
Miniob	Miniob	Npnsn--n	6
Minimir	Minimir	Npnsn--n	6
Miniljub	Miniljub	Npnsn--n	6
mi	ja	P---sd	1
sve	sav	P--fd	1
sve	sav	P--fda	1
sve	sav	P--fdn	1
take	takav	P--fpa	2
sve	sav	P--fpa	2
svim	sav	P--fpd	1
svih	sav	P--fpg	1
svim	sav	P--fpi	2
samim	sam	P--fpi	2
svim	sav	P--fpl	1
sve	sav	P--fpn	2
same	sam	P--fpn	2
svu	sav	P--fsa	2
samu	sam	P--fsa	2
sve	sav	P--fsg	2
same	sam	P--fsg	2
svom	sav	P--fsi	1
samoj	sam	P--fsl	1
sva	sav	P--fsn	2
sama	sam	P--fsn	2
sva	sav	P--md	1
sve	sav	P--mpa	1
svim	sav	P--mpd	3
svima	sav	P--mpd	3
samima	sam	P--mpd	3
svih	sav	P--mpg	2
samih	sam	P--mpg	2
samima	sam	P--mpi	1
svim	sav	P--mpl	1
svi	sav	P--mpn	2
sami	sam	P--mpn	2
sveg	sav	P--msa	3
sav	sav	P--msa	3
sam	sam	P--msa	3
samom	sam	P--msd	1
sveg	sav	P--msg	2
samog	sam	P--msg	2
samim	sam	P--msi	1
samom	sam	P--msl	1
sav	sav	P--msn	2
sam	sam	P--msn	2
sva	sav	P--npa	1
svih	sav	P--npg	1
svim	sav	P--npl	1
sva	sav	P--npn	1
sve	sav	P--nsa	2
samo	sam	P--nsa	2
svemu	sav	P--nsd	1
svega	sav	P--nsg	2
samog	sam	P--nsg	2
svim	sav	P--nsi	2
samim	sam	P--nsi	2
svemu	sav	P--nsl	2
samom	sam	P--nsl	2
sve	sav	P--nsn	3
samo	sam	P--nsn	3
samo	samo	P--nsn	3
ove	ovaj	Pd-fd	2
one	onaj	Pd-fd	2
ovim	ovaj	Pd-fdd	1
ove	ovaj	Pd-fdg	1
ove	ovaj	Pd-fdn	1
tolike	toliki	Pd-fpa	11
te	taj	Pd-fpa	11
takve	takav	Pd-fpa	11
ove	ovaj	Pd-fpa	11
ovakve	ovakav	Pd-fpa	11
tolikim	toliki	Pd-fpd	22
tolikima	toliki	Pd-fpd	22
tim	taj	Pd-fpd	22
tima	taj	Pd-fpd	22
takvim	takav	Pd-fpd	22
tolikih	toliki	Pd-fpg	11
tih	taj	Pd-fpg	11
takvih	takav	Pd-fpg	11
ovih	ovaj	Pd-fpg	11
ovakvih	ovakav	Pd-fpg	11
tolikim	toliki	Pd-fpi	22
tolikima	toliki	Pd-fpi	22
tim	taj	Pd-fpi	22
tima	taj	Pd-fpi	22
takvim	takav	Pd-fpi	22
tolikim	toliki	Pd-fpl	22
tolikima	toliki	Pd-fpl	22
tim	taj	Pd-fpl	22
tima	taj	Pd-fpl	22
takvim	takav	Pd-fpl	22
tolike	toliki	Pd-fpn	11
te	taj	Pd-fpn	11
takve	takav	Pd-fpn	11
ove	ovaj	Pd-fpn	11
ovakve	ovakav	Pd-fpn	11
tu	taj	Pd-fsa	11
toliku	toliki	Pd-fsa	11
takvu	takav	Pd-fsa	11
ovu	ovaj	Pd-fsa	11
